,id,date,store_nbr,family,sales,onpromotion
1045842,1045842,2014-08-11,53.0,CELEBRATION,0.0,0.0
1045843,1045843,2014-08-11,53.0,CLEANING,481.0,1.0
1045844,1045844,2014-08-11,53.0,DAIRY,280.0,0.0
1045845,1045845,2014-08-11,53.0,DELI,106.103,0.0
1045846,1045846,2014-08-11,53.0,EGGS,62.0,0.0
1045847,1045847,2014-08-11,53.0,FROZEN FOODS,50.0,0.0
1045848,1045848,2014-08-11,53.0,GROCERY I,1478.0,5.0
1045849,1045849,2014-08-11,53.0,GROCERY II,10.0,0.0
1045850,1045850,2014-08-11,53.0,HARDWARE,0.0,0.0
1045851,1045851,2014-08-11,53.0,HOME AND KITCHEN I,0.0,0.0
1045852,1045852,2014-08-11,53.0,HOME AND KITCHEN II,0.0,0.0
1045853,1045853,2014-08-11,53.0,HOME APPLIANCES,0.0,0.0
1045854,1045854,2014-08-11,53.0,HOME CARE,0.0,0.0
1045855,1045855,2014-08-11,53.0,LADIESWEAR,0.0,0.0
1045856,1045856,2014-08-11,53.0,LAWN AND GARDEN,0.0,0.0
1045857,1045857,2014-08-11,53.0,LINGERIE,5.0,0.0
1045858,"1045858,2014-08-11,53,""LIQUOR,WINE,BEER"",33.0,0",,,,,
1045859,1045859,2014-08-11,53.0,MAGAZINES,0.0,0.0
1045860,1045860,2014-08-11,53.0,MEATS,160.143,0.0
1045861,1045861,2014-08-11,53.0,PERSONAL CARE,122.0,0.0
1045862,1045862,2014-08-11,53.0,PET SUPPLIES,0.0,0.0
1045863,1045863,2014-08-11,53.0,PLAYERS AND ELECTRONICS,0.0,0.0
1045864,1045864,2014-08-11,53.0,POULTRY,108.78,0.0
1045865,1045865,2014-08-11,53.0,PREPARED FOODS,33.0,0.0
1045866,1045866,2014-08-11,53.0,PRODUCE,0.0,0.0
1045867,1045867,2014-08-11,53.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1045868,1045868,2014-08-11,53.0,SEAFOOD,5.0,0.0
1045869,1045869,2014-08-11,54.0,AUTOMOTIVE,0.0,0.0
1045870,1045870,2014-08-11,54.0,BABY CARE,0.0,0.0
1045871,1045871,2014-08-11,54.0,BEAUTY,0.0,0.0
1045872,1045872,2014-08-11,54.0,BEVERAGES,521.0,4.0
1045873,1045873,2014-08-11,54.0,BOOKS,0.0,0.0
1045874,1045874,2014-08-11,54.0,BREAD/BAKERY,274.0,1.0
1045875,1045875,2014-08-11,54.0,CELEBRATION,0.0,0.0
1045876,1045876,2014-08-11,54.0,CLEANING,976.0,1.0
1045877,1045877,2014-08-11,54.0,DAIRY,209.0,0.0
1045878,1045878,2014-08-11,54.0,DELI,158.0,0.0
1045879,1045879,2014-08-11,54.0,EGGS,66.0,1.0
1045880,1045880,2014-08-11,54.0,FROZEN FOODS,19.0,0.0
1045881,1045881,2014-08-11,54.0,GROCERY I,2332.0,5.0
1045882,1045882,2014-08-11,54.0,GROCERY II,4.0,0.0
1045883,1045883,2014-08-11,54.0,HARDWARE,1.0,0.0
1045884,1045884,2014-08-11,54.0,HOME AND KITCHEN I,0.0,0.0
1045885,1045885,2014-08-11,54.0,HOME AND KITCHEN II,0.0,0.0
1045886,1045886,2014-08-11,54.0,HOME APPLIANCES,0.0,0.0
1045887,1045887,2014-08-11,54.0,HOME CARE,0.0,0.0
1045888,1045888,2014-08-11,54.0,LADIESWEAR,0.0,0.0
1045889,1045889,2014-08-11,54.0,LAWN AND GARDEN,0.0,0.0
1045890,1045890,2014-08-11,54.0,LINGERIE,5.0,1.0
1045891,"1045891,2014-08-11,54,""LIQUOR,WINE,BEER"",11.0,0",,,,,
1045892,1045892,2014-08-11,54.0,MAGAZINES,0.0,0.0
1045893,1045893,2014-08-11,54.0,MEATS,54.406002,0.0
1045894,1045894,2014-08-11,54.0,PERSONAL CARE,123.0,1.0
1045895,1045895,2014-08-11,54.0,PET SUPPLIES,0.0,0.0
1045896,1045896,2014-08-11,54.0,PLAYERS AND ELECTRONICS,0.0,0.0
1045897,1045897,2014-08-11,54.0,POULTRY,66.241,0.0
1045898,1045898,2014-08-11,54.0,PREPARED FOODS,85.0,0.0
1045899,1045899,2014-08-11,54.0,PRODUCE,0.0,0.0
1045900,1045900,2014-08-11,54.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1045901,1045901,2014-08-11,54.0,SEAFOOD,6.0,0.0
1045902,1045902,2014-08-11,6.0,AUTOMOTIVE,3.0,0.0
1045903,1045903,2014-08-11,6.0,BABY CARE,0.0,0.0
1045904,1045904,2014-08-11,6.0,BEAUTY,0.0,0.0
1045905,1045905,2014-08-11,6.0,BEVERAGES,1106.0,2.0
1045906,1045906,2014-08-11,6.0,BOOKS,0.0,0.0
1045907,1045907,2014-08-11,6.0,BREAD/BAKERY,485.307,1.0
1045908,1045908,2014-08-11,6.0,CELEBRATION,0.0,0.0
1045909,1045909,2014-08-11,6.0,CLEANING,1138.0,3.0
1045910,1045910,2014-08-11,6.0,DAIRY,692.0,0.0
1045911,1045911,2014-08-11,6.0,DELI,312.028,0.0
1045912,1045912,2014-08-11,6.0,EGGS,210.0,0.0
1045913,1045913,2014-08-11,6.0,FROZEN FOODS,127.839,0.0
1045914,1045914,2014-08-11,6.0,GROCERY I,3892.0,11.0
1045915,1045915,2014-08-11,6.0,GROCERY II,28.0,0.0
1045916,1045916,2014-08-11,6.0,HARDWARE,0.0,0.0
1045917,1045917,2014-08-11,6.0,HOME AND KITCHEN I,0.0,0.0
1045918,1045918,2014-08-11,6.0,HOME AND KITCHEN II,0.0,0.0
1045919,1045919,2014-08-11,6.0,HOME APPLIANCES,1.0,0.0
1045920,1045920,2014-08-11,6.0,HOME CARE,0.0,0.0
1045921,1045921,2014-08-11,6.0,LADIESWEAR,0.0,0.0
1045922,1045922,2014-08-11,6.0,LAWN AND GARDEN,3.0,0.0
1045923,1045923,2014-08-11,6.0,LINGERIE,7.0,0.0
1045924,"1045924,2014-08-11,6,""LIQUOR,WINE,BEER"",49.0,0",,,,,
1045925,1045925,2014-08-11,6.0,MAGAZINES,0.0,0.0
1045926,1045926,2014-08-11,6.0,MEATS,391.811,0.0
1045927,1045927,2014-08-11,6.0,PERSONAL CARE,311.0,1.0
1045928,1045928,2014-08-11,6.0,PET SUPPLIES,0.0,0.0
1045929,1045929,2014-08-11,6.0,PLAYERS AND ELECTRONICS,0.0,0.0
1045930,1045930,2014-08-11,6.0,POULTRY,541.777,0.0
1045931,1045931,2014-08-11,6.0,PREPARED FOODS,147.017,0.0
1045932,1045932,2014-08-11,6.0,PRODUCE,7.0,0.0
1045933,1045933,2014-08-11,6.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1045934,1045934,2014-08-11,6.0,SEAFOOD,38.322,0.0
1045935,1045935,2014-08-11,7.0,AUTOMOTIVE,4.0,0.0
1045936,1045936,2014-08-11,7.0,BABY CARE,0.0,0.0
1045937,1045937,2014-08-11,7.0,BEAUTY,8.0,0.0
1045938,1045938,2014-08-11,7.0,BEVERAGES,1632.0,2.0
1045939,1045939,2014-08-11,7.0,BOOKS,0.0,0.0
1045940,1045940,2014-08-11,7.0,BREAD/BAKERY,659.298,0.0
1045941,1045941,2014-08-11,7.0,CELEBRATION,0.0,0.0
1045942,1045942,2014-08-11,7.0,CLEANING,1045.0,2.0
1045943,1045943,2014-08-11,7.0,DAIRY,1104.0,0.0
1045944,1045944,2014-08-11,7.0,DELI,144.191,0.0
1045945,1045945,2014-08-11,7.0,EGGS,320.0,0.0
1045946,1045946,2014-08-11,7.0,FROZEN FOODS,213.356,1.0
1045947,1045947,2014-08-11,7.0,GROCERY I,3239.0,12.0
1045948,1045948,2014-08-11,7.0,GROCERY II,83.0,0.0
1045949,1045949,2014-08-11,7.0,HARDWARE,1.0,0.0
1045950,1045950,2014-08-11,7.0,HOME AND KITCHEN I,0.0,0.0
1045951,1045951,2014-08-11,7.0,HOME AND KITCHEN II,0.0,0.0
1045952,1045952,2014-08-11,7.0,HOME APPLIANCES,3.0,0.0
1045953,1045953,2014-08-11,7.0,HOME CARE,0.0,0.0
1045954,1045954,2014-08-11,7.0,LADIESWEAR,0.0,0.0
1045955,1045955,2014-08-11,7.0,LAWN AND GARDEN,12.0,0.0
1045956,1045956,2014-08-11,7.0,LINGERIE,4.0,0.0
1045957,"1045957,2014-08-11,7,""LIQUOR,WINE,BEER"",77.0,0",,,,,
1045958,1045958,2014-08-11,7.0,MAGAZINES,0.0,0.0
1045959,1045959,2014-08-11,7.0,MEATS,485.036,0.0
1045960,1045960,2014-08-11,7.0,PERSONAL CARE,209.0,0.0
1045961,1045961,2014-08-11,7.0,PET SUPPLIES,0.0,0.0
1045962,1045962,2014-08-11,7.0,PLAYERS AND ELECTRONICS,0.0,0.0
1045963,1045963,2014-08-11,7.0,POULTRY,544.567,0.0
1045964,1045964,2014-08-11,7.0,PREPARED FOODS,211.469,0.0
1045965,1045965,2014-08-11,7.0,PRODUCE,9.0,0.0
1045966,1045966,2014-08-11,7.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1045967,1045967,2014-08-11,7.0,SEAFOOD,22.057,0.0
1045968,1045968,2014-08-11,8.0,AUTOMOTIVE,3.0,0.0
1045969,1045969,2014-08-11,8.0,BABY CARE,0.0,0.0
1045970,1045970,2014-08-11,8.0,BEAUTY,5.0,0.0
1045971,1045971,2014-08-11,8.0,BEVERAGES,1835.0,2.0
1045972,1045972,2014-08-11,8.0,BOOKS,0.0,0.0
1045973,1045973,2014-08-11,8.0,BREAD/BAKERY,705.85,1.0
1045974,1045974,2014-08-11,8.0,CELEBRATION,0.0,0.0
1045975,1045975,2014-08-11,8.0,CLEANING,1160.0,1.0
1045976,1045976,2014-08-11,8.0,DAIRY,1238.0,0.0
1045977,1045977,2014-08-11,8.0,DELI,240.683,0.0
1045978,1045978,2014-08-11,8.0,EGGS,332.0,0.0
1045979,1045979,2014-08-11,8.0,FROZEN FOODS,144.61,1.0
1045980,1045980,2014-08-11,8.0,GROCERY I,4051.0,5.0
1045981,1045981,2014-08-11,8.0,GROCERY II,43.0,0.0
1045982,1045982,2014-08-11,8.0,HARDWARE,0.0,0.0
1045983,1045983,2014-08-11,8.0,HOME AND KITCHEN I,0.0,0.0
1045984,1045984,2014-08-11,8.0,HOME AND KITCHEN II,0.0,0.0
1045985,1045985,2014-08-11,8.0,HOME APPLIANCES,3.0,0.0
1045986,1045986,2014-08-11,8.0,HOME CARE,0.0,0.0
1045987,1045987,2014-08-11,8.0,LADIESWEAR,0.0,0.0
1045988,1045988,2014-08-11,8.0,LAWN AND GARDEN,7.0,0.0
1045989,1045989,2014-08-11,8.0,LINGERIE,16.0,0.0
1045990,"1045990,2014-08-11,8,""LIQUOR,WINE,BEER"",127.0,0",,,,,
1045991,1045991,2014-08-11,8.0,MAGAZINES,0.0,0.0
1045992,1045992,2014-08-11,8.0,MEATS,529.377,0.0
1045993,1045993,2014-08-11,8.0,PERSONAL CARE,340.0,1.0
1045994,1045994,2014-08-11,8.0,PET SUPPLIES,0.0,0.0
1045995,1045995,2014-08-11,8.0,PLAYERS AND ELECTRONICS,0.0,0.0
1045996,1045996,2014-08-11,8.0,POULTRY,570.004,0.0
1045997,1045997,2014-08-11,8.0,PREPARED FOODS,198.226,0.0
1045998,1045998,2014-08-11,8.0,PRODUCE,1.0,0.0
1045999,1045999,2014-08-11,8.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1046000,1046000,2014-08-11,8.0,SEAFOOD,39.123,0.0
1046001,1046001,2014-08-11,9.0,AUTOMOTIVE,11.0,0.0
1046002,1046002,2014-08-11,9.0,BABY CARE,0.0,0.0
1046003,1046003,2014-08-11,9.0,BEAUTY,2.0,0.0
1046004,1046004,2014-08-11,9.0,BEVERAGES,1186.0,0.0
1046005,1046005,2014-08-11,9.0,BOOKS,0.0,0.0
1046006,1046006,2014-08-11,9.0,BREAD/BAKERY,800.0,0.0
1046007,1046007,2014-08-11,9.0,CELEBRATION,0.0,0.0
1046008,1046008,2014-08-11,9.0,CLEANING,1361.0,0.0
1046009,1046009,2014-08-11,9.0,DAIRY,836.0,0.0
1046010,1046010,2014-08-11,9.0,DELI,658.788,0.0
1046011,1046011,2014-08-11,9.0,EGGS,162.0,0.0
1046012,1046012,2014-08-11,9.0,FROZEN FOODS,32.0,0.0
1046013,1046013,2014-08-11,9.0,GROCERY I,4663.96,0.0
1046014,1046014,2014-08-11,9.0,GROCERY II,6.0,0.0
1046015,1046015,2014-08-11,9.0,HARDWARE,1.0,0.0
1046016,1046016,2014-08-11,9.0,HOME AND KITCHEN I,0.0,0.0
1046017,1046017,2014-08-11,9.0,HOME AND KITCHEN II,0.0,0.0
1046018,1046018,2014-08-11,9.0,HOME APPLIANCES,1.0,0.0
1046019,1046019,2014-08-11,9.0,HOME CARE,0.0,0.0
1046020,1046020,2014-08-11,9.0,LADIESWEAR,0.0,0.0
1046021,1046021,2014-08-11,9.0,LAWN AND GARDEN,1.0,0.0
1046022,1046022,2014-08-11,9.0,LINGERIE,5.0,0.0
1046023,"1046023,2014-08-11,9,""LIQUOR,WINE,BEER"",22.0,0",,,,,
1046024,1046024,2014-08-11,9.0,MAGAZINES,0.0,0.0
1046025,1046025,2014-08-11,9.0,MEATS,312.518,0.0
1046026,1046026,2014-08-11,9.0,PERSONAL CARE,325.0,0.0
1046027,1046027,2014-08-11,9.0,PET SUPPLIES,0.0,0.0
1046028,1046028,2014-08-11,9.0,PLAYERS AND ELECTRONICS,0.0,0.0
1046029,1046029,2014-08-11,9.0,POULTRY,627.809,0.0
1046030,1046030,2014-08-11,9.0,PREPARED FOODS,53.0,0.0
1046031,1046031,2014-08-11,9.0,PRODUCE,0.0,0.0
1046032,1046032,2014-08-11,9.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1046033,1046033,2014-08-11,9.0,SEAFOOD,11.606,0.0
1046034,1046034,2014-08-12,1.0,AUTOMOTIVE,0.0,0.0
1046035,1046035,2014-08-12,1.0,BABY CARE,0.0,0.0
1046036,1046036,2014-08-12,1.0,BEAUTY,2.0,0.0
1046037,1046037,2014-08-12,1.0,BEVERAGES,918.0,3.0
1046038,1046038,2014-08-12,1.0,BOOKS,0.0,0.0
1046039,1046039,2014-08-12,1.0,BREAD/BAKERY,345.841,0.0
1046040,1046040,2014-08-12,1.0,CELEBRATION,0.0,0.0
1046041,1046041,2014-08-12,1.0,CLEANING,585.0,0.0
1046042,1046042,2014-08-12,1.0,DAIRY,533.0,0.0
1046043,1046043,2014-08-12,1.0,DELI,103.159,0.0
1046044,1046044,2014-08-12,1.0,EGGS,125.0,0.0
1046045,1046045,2014-08-12,1.0,FROZEN FOODS,82.0,0.0
1046046,1046046,2014-08-12,1.0,GROCERY I,1817.0,3.0
1046047,1046047,2014-08-12,1.0,GROCERY II,33.0,0.0
1046048,1046048,2014-08-12,1.0,HARDWARE,1.0,0.0
1046049,1046049,2014-08-12,1.0,HOME AND KITCHEN I,0.0,0.0
1046050,1046050,2014-08-12,1.0,HOME AND KITCHEN II,0.0,0.0
1046051,1046051,2014-08-12,1.0,HOME APPLIANCES,0.0,0.0
1046052,1046052,2014-08-12,1.0,HOME CARE,0.0,0.0
1046053,1046053,2014-08-12,1.0,LADIESWEAR,0.0,0.0
1046054,1046054,2014-08-12,1.0,LAWN AND GARDEN,7.0,0.0
1046055,1046055,2014-08-12,1.0,LINGERIE,24.0,0.0
1046056,"1046056,2014-08-12,1,""LIQUOR,WINE,BEER"",60.0,0",,,,,
1046057,1046057,2014-08-12,1.0,MAGAZINES,0.0,0.0
1046058,1046058,2014-08-12,1.0,MEATS,173.548,0.0
1046059,1046059,2014-08-12,1.0,PERSONAL CARE,104.0,1.0
1046060,1046060,2014-08-12,1.0,PET SUPPLIES,0.0,0.0
1046061,1046061,2014-08-12,1.0,PLAYERS AND ELECTRONICS,0.0,0.0
1046062,1046062,2014-08-12,1.0,POULTRY,251.875,0.0
1046063,1046063,2014-08-12,1.0,PREPARED FOODS,49.0,0.0
1046064,1046064,2014-08-12,1.0,PRODUCE,0.0,0.0
1046065,1046065,2014-08-12,1.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1046066,1046066,2014-08-12,1.0,SEAFOOD,22.001,0.0
1046067,1046067,2014-08-12,10.0,AUTOMOTIVE,5.0,0.0
1046068,1046068,2014-08-12,10.0,BABY CARE,0.0,0.0
1046069,1046069,2014-08-12,10.0,BEAUTY,1.0,0.0
1046070,1046070,2014-08-12,10.0,BEVERAGES,344.0,0.0
1046071,1046071,2014-08-12,10.0,BOOKS,0.0,0.0
1046072,1046072,2014-08-12,10.0,BREAD/BAKERY,125.0,0.0
1046073,1046073,2014-08-12,10.0,CELEBRATION,0.0,0.0
1046074,1046074,2014-08-12,10.0,CLEANING,624.0,0.0
1046075,1046075,2014-08-12,10.0,DAIRY,248.0,0.0
1046076,1046076,2014-08-12,10.0,DELI,260.0,1.0
1046077,1046077,2014-08-12,10.0,EGGS,82.0,0.0
1046078,1046078,2014-08-12,10.0,FROZEN FOODS,19.0,0.0
1046079,1046079,2014-08-12,10.0,GROCERY I,2023.0,0.0
1046080,1046080,2014-08-12,10.0,GROCERY II,5.0,0.0
1046081,1046081,2014-08-12,10.0,HARDWARE,4.0,0.0
1046082,1046082,2014-08-12,10.0,HOME AND KITCHEN I,0.0,0.0
1046083,1046083,2014-08-12,10.0,HOME AND KITCHEN II,0.0,0.0
1046084,1046084,2014-08-12,10.0,HOME APPLIANCES,0.0,0.0
1046085,1046085,2014-08-12,10.0,HOME CARE,0.0,0.0
1046086,1046086,2014-08-12,10.0,LADIESWEAR,0.0,0.0
1046087,1046087,2014-08-12,10.0,LAWN AND GARDEN,0.0,0.0
1046088,1046088,2014-08-12,10.0,LINGERIE,3.0,0.0
1046089,"1046089,2014-08-12,10,""LIQUOR,WINE,BEER"",7.0,0",,,,,
1046090,1046090,2014-08-12,10.0,MAGAZINES,0.0,0.0
1046091,1046091,2014-08-12,10.0,MEATS,247.313,0.0
1046092,1046092,2014-08-12,10.0,PERSONAL CARE,160.0,0.0
1046093,1046093,2014-08-12,10.0,PET SUPPLIES,0.0,0.0
1046094,1046094,2014-08-12,10.0,PLAYERS AND ELECTRONICS,0.0,0.0
1046095,1046095,2014-08-12,10.0,POULTRY,189.363,0.0
1046096,1046096,2014-08-12,10.0,PREPARED FOODS,6.0,0.0
1046097,1046097,2014-08-12,10.0,PRODUCE,0.0,0.0
1046098,1046098,2014-08-12,10.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1046099,1046099,2014-08-12,10.0,SEAFOOD,0.0,0.0
1046100,1046100,2014-08-12,11.0,AUTOMOTIVE,7.0,0.0
1046101,1046101,2014-08-12,11.0,BABY CARE,0.0,0.0
1046102,1046102,2014-08-12,11.0,BEAUTY,2.0,0.0
1046103,1046103,2014-08-12,11.0,BEVERAGES,2189.0,1.0
1046104,1046104,2014-08-12,11.0,BOOKS,0.0,0.0
1046105,1046105,2014-08-12,11.0,BREAD/BAKERY,627.0,0.0
1046106,1046106,2014-08-12,11.0,CELEBRATION,0.0,0.0
1046107,1046107,2014-08-12,11.0,CLEANING,1518.0,0.0
1046108,1046108,2014-08-12,11.0,DAIRY,487.0,0.0
1046109,1046109,2014-08-12,11.0,DELI,391.752,0.0
1046110,1046110,2014-08-12,11.0,EGGS,190.0,0.0
1046111,1046111,2014-08-12,11.0,FROZEN FOODS,44.0,0.0
1046112,1046112,2014-08-12,11.0,GROCERY I,5938.944,1.0
1046113,1046113,2014-08-12,11.0,GROCERY II,15.0,0.0
1046114,1046114,2014-08-12,11.0,HARDWARE,1.0,0.0
1046115,1046115,2014-08-12,11.0,HOME AND KITCHEN I,0.0,0.0
1046116,1046116,2014-08-12,11.0,HOME AND KITCHEN II,0.0,0.0
1046117,1046117,2014-08-12,11.0,HOME APPLIANCES,0.0,0.0
1046118,1046118,2014-08-12,11.0,HOME CARE,0.0,0.0
1046119,1046119,2014-08-12,11.0,LADIESWEAR,0.0,0.0
1046120,1046120,2014-08-12,11.0,LAWN AND GARDEN,0.0,0.0
1046121,1046121,2014-08-12,11.0,LINGERIE,8.0,0.0
1046122,"1046122,2014-08-12,11,""LIQUOR,WINE,BEER"",27.0,0",,,,,
1046123,1046123,2014-08-12,11.0,MAGAZINES,0.0,0.0
1046124,1046124,2014-08-12,11.0,MEATS,568.33704,0.0
1046125,1046125,2014-08-12,11.0,PERSONAL CARE,302.0,0.0
1046126,1046126,2014-08-12,11.0,PET SUPPLIES,0.0,0.0
1046127,1046127,2014-08-12,11.0,PLAYERS AND ELECTRONICS,0.0,0.0
1046128,1046128,2014-08-12,11.0,POULTRY,497.75598,0.0
1046129,1046129,2014-08-12,11.0,PREPARED FOODS,27.0,0.0
1046130,1046130,2014-08-12,11.0,PRODUCE,0.0,0.0
1046131,1046131,2014-08-12,11.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1046132,1046132,2014-08-12,11.0,SEAFOOD,12.0,0.0
1046133,1046133,2014-08-12,12.0,AUTOMOTIVE,0.0,0.0
1046134,1046134,2014-08-12,12.0,BABY CARE,0.0,0.0
1046135,1046135,2014-08-12,12.0,BEAUTY,3.0,0.0
1046136,1046136,2014-08-12,12.0,BEVERAGES,534.0,0.0
1046137,1046137,2014-08-12,12.0,BOOKS,0.0,0.0
1046138,1046138,2014-08-12,12.0,BREAD/BAKERY,200.0,0.0
1046139,1046139,2014-08-12,12.0,CELEBRATION,0.0,0.0
1046140,1046140,2014-08-12,12.0,CLEANING,584.0,0.0
1046141,1046141,2014-08-12,12.0,DAIRY,243.0,0.0
1046142,1046142,2014-08-12,12.0,DELI,158.0,0.0
1046143,1046143,2014-08-12,12.0,EGGS,55.0,0.0
1046144,1046144,2014-08-12,12.0,FROZEN FOODS,8.0,0.0
1046145,1046145,2014-08-12,12.0,GROCERY I,1986.0,1.0
1046146,1046146,2014-08-12,12.0,GROCERY II,2.0,0.0
1046147,1046147,2014-08-12,12.0,HARDWARE,2.0,0.0
1046148,1046148,2014-08-12,12.0,HOME AND KITCHEN I,0.0,0.0
1046149,1046149,2014-08-12,12.0,HOME AND KITCHEN II,0.0,0.0
1046150,1046150,2014-08-12,12.0,HOME APPLIANCES,0.0,0.0
1046151,1046151,2014-08-12,12.0,HOME CARE,0.0,0.0
1046152,1046152,2014-08-12,12.0,LADIESWEAR,0.0,0.0
1046153,1046153,2014-08-12,12.0,LAWN AND GARDEN,0.0,0.0
1046154,1046154,2014-08-12,12.0,LINGERIE,5.0,0.0
1046155,"1046155,2014-08-12,12,""LIQUOR,WINE,BEER"",44.0,0",,,,,
1046156,1046156,2014-08-12,12.0,MAGAZINES,0.0,0.0
1046157,1046157,2014-08-12,12.0,MEATS,125.445,0.0
1046158,1046158,2014-08-12,12.0,PERSONAL CARE,121.0,0.0
1046159,1046159,2014-08-12,12.0,PET SUPPLIES,0.0,0.0
1046160,1046160,2014-08-12,12.0,PLAYERS AND ELECTRONICS,0.0,0.0
1046161,1046161,2014-08-12,12.0,POULTRY,274.797,0.0
1046162,1046162,2014-08-12,12.0,PREPARED FOODS,14.0,0.0
1046163,1046163,2014-08-12,12.0,PRODUCE,0.0,0.0
1046164,1046164,2014-08-12,12.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1046165,1046165,2014-08-12,12.0,SEAFOOD,0.0,0.0
1046166,1046166,2014-08-12,13.0,AUTOMOTIVE,6.0,0.0
1046167,1046167,2014-08-12,13.0,BABY CARE,0.0,0.0
1046168,1046168,2014-08-12,13.0,BEAUTY,0.0,0.0
1046169,1046169,2014-08-12,13.0,BEVERAGES,691.0,0.0
1046170,1046170,2014-08-12,13.0,BOOKS,0.0,0.0
1046171,1046171,2014-08-12,13.0,BREAD/BAKERY,159.0,0.0
1046172,1046172,2014-08-12,13.0,CELEBRATION,0.0,0.0
1046173,1046173,2014-08-12,13.0,CLEANING,505.0,1.0
1046174,1046174,2014-08-12,13.0,DAIRY,297.0,0.0
1046175,1046175,2014-08-12,13.0,DELI,157.0,0.0
1046176,1046176,2014-08-12,13.0,EGGS,151.0,0.0
1046177,1046177,2014-08-12,13.0,FROZEN FOODS,12.0,0.0
1046178,1046178,2014-08-12,13.0,GROCERY I,2254.0,1.0
1046179,1046179,2014-08-12,13.0,GROCERY II,0.0,0.0
1046180,1046180,2014-08-12,13.0,HARDWARE,0.0,0.0
1046181,1046181,2014-08-12,13.0,HOME AND KITCHEN I,0.0,0.0
1046182,1046182,2014-08-12,13.0,HOME AND KITCHEN II,0.0,0.0
1046183,1046183,2014-08-12,13.0,HOME APPLIANCES,0.0,0.0
1046184,1046184,2014-08-12,13.0,HOME CARE,0.0,0.0
1046185,1046185,2014-08-12,13.0,LADIESWEAR,0.0,0.0
1046186,1046186,2014-08-12,13.0,LAWN AND GARDEN,0.0,0.0
1046187,1046187,2014-08-12,13.0,LINGERIE,3.0,0.0
1046188,"1046188,2014-08-12,13,""LIQUOR,WINE,BEER"",78.0,0",,,,,
1046189,1046189,2014-08-12,13.0,MAGAZINES,0.0,0.0
1046190,1046190,2014-08-12,13.0,MEATS,155.855,0.0
1046191,1046191,2014-08-12,13.0,PERSONAL CARE,147.0,0.0
1046192,1046192,2014-08-12,13.0,PET SUPPLIES,0.0,0.0
1046193,1046193,2014-08-12,13.0,PLAYERS AND ELECTRONICS,0.0,0.0
1046194,1046194,2014-08-12,13.0,POULTRY,185.902,0.0
1046195,1046195,2014-08-12,13.0,PREPARED FOODS,27.0,0.0
1046196,1046196,2014-08-12,13.0,PRODUCE,0.0,0.0
1046197,1046197,2014-08-12,13.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1046198,1046198,2014-08-12,13.0,SEAFOOD,0.0,0.0
1046199,1046199,2014-08-12,14.0,AUTOMOTIVE,0.0,0.0
1046200,1046200,2014-08-12,14.0,BABY CARE,0.0,0.0
1046201,1046201,2014-08-12,14.0,BEAUTY,0.0,0.0
1046202,1046202,2014-08-12,14.0,BEVERAGES,0.0,0.0
1046203,1046203,2014-08-12,14.0,BOOKS,0.0,0.0
1046204,1046204,2014-08-12,14.0,BREAD/BAKERY,0.0,0.0
1046205,1046205,2014-08-12,14.0,CELEBRATION,0.0,0.0
1046206,1046206,2014-08-12,14.0,CLEANING,0.0,0.0
1046207,1046207,2014-08-12,14.0,DAIRY,0.0,0.0
1046208,1046208,2014-08-12,14.0,DELI,0.0,0.0
1046209,1046209,2014-08-12,14.0,EGGS,0.0,0.0
1046210,1046210,2014-08-12,14.0,FROZEN FOODS,0.0,0.0
1046211,1046211,2014-08-12,14.0,GROCERY I,0.0,0.0
1046212,1046212,2014-08-12,14.0,GROCERY II,0.0,0.0
1046213,1046213,2014-08-12,14.0,HARDWARE,0.0,0.0
1046214,1046214,2014-08-12,14.0,HOME AND KITCHEN I,0.0,0.0
1046215,1046215,2014-08-12,14.0,HOME AND KITCHEN II,0.0,0.0
1046216,1046216,2014-08-12,14.0,HOME APPLIANCES,0.0,0.0
1046217,1046217,2014-08-12,14.0,HOME CARE,0.0,0.0
1046218,1046218,2014-08-12,14.0,LADIESWEAR,0.0,0.0
1046219,1046219,2014-08-12,14.0,LAWN AND GARDEN,0.0,0.0
1046220,1046220,2014-08-12,14.0,LINGERIE,0.0,0.0
1046221,"1046221,2014-08-12,14,""LIQUOR,WINE,BEER"",0.0,0",,,,,
1046222,1046222,2014-08-12,14.0,MAGAZINES,0.0,0.0
1046223,1046223,2014-08-12,14.0,MEATS,0.0,0.0
1046224,1046224,2014-08-12,14.0,PERSONAL CARE,0.0,0.0
1046225,1046225,2014-08-12,14.0,PET SUPPLIES,0.0,0.0
1046226,1046226,2014-08-12,14.0,PLAYERS AND ELECTRONICS,0.0,0.0
