variance,skewness,curtosis,entropy,class
-3.1128,-6.841,10.7402,-1.0172,1
-0.36279,8.2895,-1.9213,-3.3332,0
4.0632,3.584,0.72545,0.39481,0
1.7331,3.9544,-4.7412,-2.5017,1
3.0864,-2.5845,2.2309,0.30947,0
1.8314,6.3672,-0.036278,0.049554,0
1.2247,8.7779,-2.2135,-0.80647,0
-4.211,-12.4736,14.9704,-1.3884,1
3.4246,-0.14693,0.80342,0.29136,0
-1.7479,-5.823,5.8699,1.212,1
0.96441,5.8395,2.3235,0.066365,0
3.5358,6.7086,-0.81857,0.47886,0
0.3798,0.7098,0.7572,-0.4444,0
0.6005,1.9327,-3.2888,-0.32415,1
-6.4247,9.5311,0.022844,-6.8517,1
5.8862,5.8747,-2.8167,-0.30087,0
3.4667,-4.0724,4.2882,1.5418,0
0.26637,0.73252,-0.67891,0.03533,1
-0.69879,-3.3771,4.1211,1.5043,1
-1.9389,1.5706,0.045979,-1.122,1
-4.3876,-7.7267,11.9655,-1.4543,1
1.1676,9.1566,-2.0867,-0.80647,0
-1.2528,10.2036,2.1787,-5.6038,0
2.1319,-2.0403,2.5574,-0.061652,0
2.877,-4.0599,3.6259,-0.32544,0
-3.5895,-6.572,10.5251,-0.16381,1
-1.2576,1.5892,7.0078,0.42455,0
-2.4835,-7.4494,6.8964,-0.64484,1
0.19081,9.1297,-3.725,-5.8224,0
0.93584,8.8855,-1.6831,-1.6599,0
4.0552,-2.4583,2.2806,1.0323,0
0.040498,8.5234,1.4461,-3.9306,0
3.4647,-3.9172,3.9746,0.36119,0
1.3562,3.2136,4.3465,0.78662,0
-6.3679,8.0102,0.4247,-3.2207,1
5.1213,8.5565,-3.3917,-1.5474,0
0.062525,2.9301,-3.5467,-2.6737,1
0.51947,-3.2633,3.0895,-0.98492,0
0.33565,6.8369,0.69718,-0.55691,0
-0.60254,1.7237,-2.1501,-0.77027,1
1.0182,9.109,-0.62064,-1.7129,0
1.6799,4.2068,-4.5398,-2.3931,1
-3.5916,-6.2285,10.2389,-1.1543,1
2.6415,7.586,-0.28562,-1.6677,0
2.5328,7.528,-0.41929,-2.6478,0
1.1558,6.4003,1.5506,0.6961,0
-4.3773,-5.5167,10.939,-0.4082,1
-0.40857,3.0977,-2.9607,-2.6892,1
3.9479,-3.7723,2.883,0.019813,0
-1.005,0.084831,-0.2462,0.45688,1
-0.77688,0.13036,-0.031137,-0.35389,1
-3.0,-9.1566,9.5766,-0.73018,1
4.2969,7.617,-2.3874,-0.96164,0
0.24835,7.6439,0.9885,-0.87371,0
4.3398,-5.3036,3.8803,-0.70432,0
-2.9498,-8.273,10.2646,1.1629,1
1.5268,-5.5871,8.6564,-1.722,0
3.8117,10.1457,-4.0463,-4.5629,0
2.0051,-6.8638,8.132,-0.2401,0
-2.5701,-6.8452,8.9999,2.1353,1
3.5152,6.8224,-0.67377,-0.46898,0
-1.3414,-2.0776,2.8093,0.60688,1
3.5912,3.0129,0.72888,0.56421,0
4.2899,9.1814,-4.6067,-4.3263,0
-1.6386,3.3584,-1.7302,-3.5646,1
-2.5346,-0.77392,3.3602,0.00171,1
4.1425,-3.6792,3.8281,1.6297,0
0.48797,3.5674,-4.3882,-3.8116,1
2.9543,1.076,0.64577,0.89394,0
2.0843,6.6258,0.48382,-2.2134,0
0.9297,-3.7971,4.6429,-0.2957,0
5.032,8.2026,-2.6256,-1.0341,0
3.884,10.0277,-3.9298,-4.0819,0
-2.2987,-5.227,5.63,0.91722,1
2.6463,-4.8152,6.3549,0.003003,0
1.7819,6.9176,-1.2744,-1.5759,0
0.066129,2.4914,-2.9401,-0.62156,1
-1.0401,9.3987,0.85998,-5.3336,0
-5.3857,9.1214,-0.41929,-5.9181,1
5.0185,8.5978,-2.9375,-1.281,0
-0.16108,-6.4624,8.3573,-1.5216,0
-1.3995,-1.9162,2.5154,0.59912,1
4.7181,10.0153,-3.9486,-3.8582,0
1.8994,0.97462,4.2265,0.81377,0
3.5127,2.9073,1.0579,0.40774,0
3.4893,6.69,-1.2042,-0.38751,0
-0.40951,-0.15521,0.060545,-0.088807,1
3.583,-3.7971,3.4391,-0.12501,0
0.3223,-0.89808,8.0883,0.69222,0
3.5862,-3.0957,2.8093,0.24481,0
-1.1022,-5.8395,4.5641,0.68705,1
3.866,-2.6383,1.9242,0.10645,0
0.49665,5.527,1.7785,-0.47156,0
-3.0799,0.60836,2.7039,-0.23751,1
0.47368,3.3605,-4.5064,-4.0431,1
-2.4561,-4.5566,6.4534,-0.056479,1
-1.9725,2.8825,-2.3086,-2.3724,1
4.4072,-0.070365,2.0416,1.1319,0
0.3434,0.12415,-0.28733,0.14654,1
5.7456,10.1808,-4.7857,-4.3366,0
-2.4604,12.7302,0.91738,-7.6418,0
0.89566,7.7763,-2.7473,-1.9353,0
-2.7338,0.45523,2.4391,0.21766,1
-0.7869,9.5663,-3.7867,-7.5034,0
4.2027,0.22761,0.96108,0.97282,0
4.1757,10.2615,-3.8552,-4.3056,0
-5.0477,-5.8023,11.244,-0.3901,1
2.7961,2.121,1.8385,0.38317,0
-2.2617,-4.7428,6.3489,0.11162,1
-5.1661,8.0433,0.044265,-4.4983,1
0.0031201,-4.0061,1.7956,0.91722,1
-1.0941,2.3072,-2.5237,-1.4453,1
3.8213,0.23175,2.0133,2.0564,0
2.8969,0.70768,2.29,1.8663,0
-2.5912,-0.10554,1.2798,1.0414,1
4.0405,0.51524,1.0279,1.106,0
3.6894,9.887,-4.0788,-4.3664,0
1.7496,-0.1759,5.1827,1.2922,0
0.74067,1.7299,-3.1963,-0.1457,1
2.8237,2.8597,0.19678,0.57196,0
-3.551,1.8955,0.1865,-2.4409,1
-3.8053,2.4273,0.6809,-1.0871,1
2.4287,9.3821,-3.2477,-1.4543,0
-1.3414,-1.9162,-0.15538,-0.11984,1
3.3669,-5.1856,3.6935,-1.1427,0
0.6005,0.99945,-2.2126,0.097399,1
0.64295,7.1018,0.3493,-0.41337,0
0.32444,10.067,-1.1982,-4.1284,0
-5.4901,9.1048,-0.38758,-5.9763,1
-2.3142,2.0838,-0.46813,-1.6767,1
1.0135,8.4551,-1.672,-2.0815,0
2.0597,-0.99326,5.2119,-0.29312,0
5.438,9.4669,-4.9417,-3.9202,0
4.223,1.1319,0.72202,0.96118,0
-0.12624,10.3216,-3.7121,-6.1185,0
-1.0833,-0.31247,1.2815,0.41291,1
-1.0555,0.79459,-1.6968,-0.46768,1
1.4507,8.7903,-2.2324,-0.65259,0
-1.8629,-0.84841,2.5377,0.097399,1
5.8782,5.9409,-2.8544,-0.60863,0
1.3087,4.9228,2.0013,0.22024,0
-1.9458,11.2217,1.9079,-3.4405,0
1.6472,0.48213,4.7449,1.225,0
3.7635,2.7811,0.66119,0.34179,0
5.591,10.4643,-4.3839,-4.3379,0
4.8368,10.0132,-4.3239,-4.3276,0
-4.9447,3.3005,1.063,-1.444,1
-1.4446,2.1438,-0.47241,-1.6677,1
-2.3629,-0.10554,1.9336,1.1358,1
-1.9966,-9.5001,9.682,-0.12889,1
-0.75793,2.5349,-3.0464,-1.2629,1
3.6216,8.6661,-2.8073,-0.44699,0
-0.16735,7.6274,1.2061,-3.6241,0
-3.9594,4.0289,-0.35845,-3.8957,1
3.4566,9.5228,-4.0112,-3.5944,0
2.2279,4.0951,-4.8037,-2.1112,1
4.6499,7.6336,-1.9427,-0.37458,0
2.7744,6.8576,-1.0671,0.075416,0
-5.2943,-5.1463,10.3332,-1.1181,1
-2.6479,10.1374,-1.331,-5.4707,0
0.14783,7.946,1.0742,-3.3409,0
3.1887,-3.4143,2.7742,-0.2026,0
-2.6864,-0.097265,0.61663,0.061192,1
-0.11716,0.60422,-0.38587,-0.059065,1
-0.71868,-5.7154,3.8298,1.0233,1
2.1721,-0.73874,5.4672,-0.72371,0
-3.8552,3.5219,-0.38415,-3.8608,1
-1.7101,-8.7903,7.9735,-0.45475,1
0.53936,3.8944,-4.8166,-4.3418,1
2.1274,5.1939,-1.7971,-1.1763,0
2.1526,-6.1665,8.0831,-0.34355,0
-3.518,2.8763,0.1548,-1.2086,1
4.0715,7.6398,-2.0824,-1.1698,0
-2.0759,10.8223,2.6439,-4.837,0
-4.2333,4.9166,-0.49212,-5.3207,1
2.9499,2.2493,1.3458,-0.037083,0
1.2746,8.8172,-1.5323,-1.7957,0
1.6849,8.7489,-1.2641,-1.3858,0
-0.24037,-1.7837,2.135,1.2418,1
2.6799,3.1349,0.34073,0.58489,0
-3.9933,2.6218,0.62863,-1.1595,1
0.16358,-3.3584,1.3749,1.3569,1
-1.3885,12.5026,0.69118,-7.5487,0
0.31803,-0.99326,1.0947,0.88619,1
3.5156,10.1891,-4.2759,-4.978,0
-1.9116,-6.1603,5.606,0.48533,1
-2.659,-1.6058,1.3647,0.16464,1
-6.2003,8.6806,0.0091344,-3.703,1
-0.8172,3.3812,-3.6684,-3.456,1
-3.7747,2.5162,0.83341,-0.30993,1
0.74841,7.2756,1.1504,-0.5388,0
1.1432,-3.7413,5.5777,-0.63578,0
4.1529,-3.9358,2.8633,-0.017686,0
-1.5732,1.0636,-0.71232,-0.8388,1
2.2517,-5.1422,4.2916,-1.2487,0
1.5691,6.3465,-0.1828,-2.4099,0
-0.78289,11.3603,-0.37644,-7.0495,0
-0.0012852,0.13863,-0.19651,0.0081754,1
2.9719,6.8369,-0.2702,0.71291,0
-3.2051,-0.14279,0.97565,0.045675,1
-0.55648,3.2136,-3.3085,-2.7965,1
0.518,0.25865,-0.84085,0.96118,1
2.6946,6.7976,-0.40301,0.44912,0
-1.3066,0.25244,0.7623,1.7758,1
-3.6085,3.3253,-0.51954,-3.5737,1
1.04,-6.9321,8.2888,-1.2991,0
4.0127,10.1477,-3.9366,-4.0728,0
3.7758,7.1783,-1.5195,0.40128,0
-1.1193,10.7271,2.0938,-5.6504,0
-3.2854,4.0372,-0.45356,-1.8228,1
3.245,6.63,-0.63435,0.86937,0
1.8373,6.1292,0.84027,0.55257,0
3.0934,-2.9177,2.2232,0.22283,0
0.74054,0.36625,2.1992,0.48403,0
-2.7419,11.4038,2.5394,-5.5793,0
0.38251,6.8121,1.8128,-0.61251,0
-1.8782,-6.5865,4.8486,-0.021566,1
3.1377,-4.1096,4.5701,0.98963,0
-1.5075,1.9224,7.1466,0.89136,0
2.5817,9.7546,-3.1749,-2.9957,0
-0.49281,3.0605,-1.8356,-2.834,1
3.1452,5.825,-0.51439,-1.4944,0
1.742,-4.809,8.2142,-2.0659,0
-3.4605,2.6901,0.16165,-1.0224,1
5.7867,7.8902,-2.6196,-0.48708,0
-1.1667,-1.4237,2.9241,0.66119,1
4.3684,9.6718,-3.9606,-3.1625,0
-1.4094,-2.1252,-0.10397,-0.19225,1
1.8592,3.2074,-0.15966,-0.26208,0
-2.6479,10.1374,-1.331,-5.4707,0
0.26877,4.987,-5.1508,-6.3913,1
0.21431,-0.69529,0.87711,0.29653,1
0.33111,4.5731,2.057,-0.18967,0
3.359,9.8022,-3.8209,-3.7133,0
3.9166,10.2491,-4.0926,-4.4659,0
1.4578,-0.08485,4.1785,0.59136,0
1.5904,2.2121,-3.1183,-0.11725,1
-1.6936,2.7852,-2.1835,-1.9276,1
0.46901,-0.63321,7.3848,0.36507,0
-1.6514,-8.4985,9.1122,1.2379,1
2.2596,-0.033118,4.7355,-0.2776,0
-1.3274,9.498,2.4408,-5.2689,0
0.17346,7.8695,0.26876,-3.7883,0
-1.7549,-0.080711,-0.75774,-0.3707,1
4.0948,-2.9674,2.3689,0.75429,0
2.6881,6.0195,-0.46641,-0.69268,0
3.7352,9.5911,-3.9032,-3.3487,0
0.60731,3.9544,-4.772,-4.4853,1
-1.4174,-2.2535,1.518,0.61981,1
0.81356,9.1566,-2.1492,-4.1814,0
-0.048008,-1.6037,8.4756,0.75558,0
-1.366,0.18416,0.90539,1.5806,1
1.4378,0.66837,-2.0267,1.0271,1
1.3049,-0.15521,6.4911,-0.75346,0
0.32924,-4.4552,4.5718,-0.9888,0
-4.2859,8.5234,3.1392,-0.91639,0
-0.96511,9.4111,1.7305,-4.8629,0
0.76163,5.8209,1.1959,-0.64613,0
-0.64472,-4.6062,8.347,-2.7099,0
0.94732,-0.57113,7.1903,-0.67587,0
-1.2537,10.8803,1.931,-4.3237,0
-3.9172,2.6652,0.78886,-0.7819,1
-1.3907,-1.3781,2.3055,-0.021566,1
-1.9177,11.6894,2.5454,-3.2763,0
0.11032,1.9741,-3.3668,-0.65259,1
2.3952,9.5083,-3.1783,-3.0086,0
-2.234,-7.0314,7.4936,0.61334,1
-1.9409,-8.6848,9.155,0.94049,1
3.2704,6.9321,-1.0456,0.23447,0
-2.3211,3.166,-1.0002,-2.7151,1
3.9121,2.9735,0.92852,0.60558,0
-2.2811,-0.85669,2.7185,0.044382,1
3.9414,-3.2902,3.1674,1.0866,0
0.77765,5.9781,1.1941,-0.3526,0
3.8023,-3.8696,4.044,0.95343,0
1.2279,4.0309,-4.6435,-3.9125,1
-1.8215,2.7521,-0.72261,-2.353,1
1.0009,7.7846,-0.28219,-2.6608,0
-3.8203,-13.0551,16.9583,-2.3052,1
4.4295,-2.3507,1.7048,0.90946,0
1.7452,4.8028,2.0878,0.62627,0
1.0552,1.1857,-2.6411,0.11033,1
-2.0042,-9.3676,9.3333,-0.10303,1
-0.23356,3.2405,-3.0669,-2.7784,1
3.6077,6.8576,-1.1622,0.28231,0
3.3951,1.1484,2.1401,2.0862,0
-6.5235,9.6014,-0.25392,-6.9642,1
1.2138,8.7986,-2.1672,-0.74182,0
-1.522,-6.6383,5.7491,-0.10691,1
5.0452,3.8964,-1.4304,0.86291,0
1.7317,-0.34765,4.1905,-0.99138,0
-1.7781,0.8546,7.1303,0.027572,0
-2.0529,3.8385,-0.79544,-1.2138,1
2.0193,0.82356,4.6369,1.4202,0
-1.5621,-2.2121,4.2591,0.27972,1
4.0932,5.4132,-1.8219,0.23576,0
4.1654,-3.4495,3.643,1.0879,0
-3.5359,0.30417,0.6569,-0.2957,1
2.5331,2.9135,-0.822,-0.12243,0
3.2403,-3.7082,5.2804,0.41291,0
5.1731,3.9606,-1.983,0.40774,0
2.0139,6.1416,0.37929,0.56938,0
-1.2846,3.2715,-1.7671,-3.2608,1
2.7213,7.05,-0.58808,0.41809,0
-0.77995,3.2322,-3.282,-3.1004,1
1.8238,-6.7748,8.3873,-0.54139,0
-2.4554,-9.0407,8.862,-0.86983,1
4.988,7.2052,-3.2846,-1.1608,0
-2.0285,3.8468,-0.63435,-1.175,1
3.2422,6.2265,0.12224,-1.4466,0
-2.6286,0.18002,1.7956,0.97282,1
-2.4349,-9.2497,8.9922,-0.50001,1
-1.1188,3.3357,-1.3455,-1.9573,1
-1.749,-6.332,6.0987,0.14266,1
0.7376,4.8525,-4.7986,-5.6659,1
5.262,3.9834,-1.5572,1.0103,0
0.84546,3.4826,-3.6307,-1.3961,1
-0.49241,0.89392,-1.6283,-0.56854,1
0.93611,8.6413,-1.6351,-1.3043,0
0.14329,-1.0885,1.0039,0.48791,1
1.0637,3.6957,-4.1594,-1.9379,1
-1.5851,-2.1562,1.7082,0.9017,1
1.3264,1.0326,5.6566,-0.41337,0
-3.38,-0.7077,2.5325,0.71808,1
-0.023579,7.1742,0.78457,-0.75734,0
-0.28696,3.1784,-3.5767,-3.1896,1
1.9572,-5.1153,8.6127,-1.4297,0
1.934,-9.2828e-06,4.816,-0.33967,0
4.4549,2.4976,1.0313,0.96894,0
-0.46651,2.3383,-2.9812,-1.0431,1
-3.5637,-8.3827,12.393,-1.2823,1
0.25943,5.0097,-5.0394,-6.3862,1
0.56232,1.0015,-2.2726,-0.0060486,1
1.2309,3.8923,-4.8277,-4.0069,1
5.2756,0.13863,0.12138,1.1435,0
-3.5741,3.944,-0.07912,-2.1203,1
-0.60975,-4.002,1.8471,0.6017,1
-2.3518,-4.8359,6.6479,-0.060358,1
-7.0421,9.2,0.25933,-4.6832,1
-1.682,-6.8121,7.1398,1.3323,1
0.11739,6.2761,-1.5495,-2.4746,0
3.3299,0.91254,1.5806,0.39352,0
3.0242,-3.3378,2.5865,-0.54785,0
-2.4621,2.7645,-0.62578,-2.8573,1
-0.95923,0.091039,6.2204,-1.4828,0
4.3846,-4.8794,3.3662,-0.029324,0
-1.1313,1.9037,7.5339,1.022,0
4.0552,0.40143,1.4563,0.65343,0
0.39559,6.8866,1.0588,-0.67587,0
4.6765,-3.3895,3.4896,1.4771,0
-1.7322,-9.2828,7.719,-1.7168,1
-0.38214,8.3909,2.1624,-3.7405,0
0.5195,-3.2633,3.0895,-0.9849,0
2.6719,3.0646,0.37158,0.58619,0
0.23874,2.0879,-3.3522,-0.66553,1
-2.6685,-10.4519,9.1139,-1.7323,1
-0.40804,0.54214,-0.52725,0.6586,1
-1.3968,-9.6698,9.4652,-0.34872,1
3.3583,10.3567,-3.7301,-3.6991,0
3.9364,10.5885,-3.725,-4.3133,0
1.8216,-6.4748,8.0514,-0.41855,0
5.8519,5.3905,-2.4037,-0.061652,0
0.18868,0.70148,-0.51182,0.0055892,1
5.1302,8.6703,-2.8913,-1.5086,0
1.5456,8.5482,0.4187,-2.1784,0
-0.72068,-6.7583,5.8408,0.62369,1
1.5902,2.2948,3.2403,0.18404,0
3.8969,7.4163,-1.8245,0.14007,0
4.6014,5.6264,-2.1235,0.19309,0
-2.3299,-9.9532,8.4756,-1.8733,1
-0.13144,-1.7775,8.3316,0.35214,0
0.77124,9.0862,-1.2281,-1.4996,0
-0.88728,2.808,-3.1432,-1.2035,1
-2.3221,-9.3304,9.233,-0.79871,1
5.086,3.2798,-1.2701,1.1189,0
2.486,-0.99533,5.3404,-0.15475,0
0.24394,1.4733,-1.4192,-0.58535,1
2.994,7.2011,-1.2153,0.3211,0
0.2346,-4.5152,2.1195,1.4448,1
3.1219,-3.137,1.9259,-0.37458,0
-6.3979,6.4479,1.0836,-6.6176,1
1.9105,8.871,-2.3386,-0.75604,0
3.4626,-4.449,3.5427,0.15429,0
-1.5252,-6.2534,5.3524,0.59912,1
2.6682,10.216,-3.4414,-4.0069,0
0.0071249,8.3661,0.50781,-3.8155,0
3.8584,0.78425,1.1033,1.7008,0
0.86202,2.6963,4.2908,0.54739,0
2.3136,10.6651,-3.5288,-4.7672,0
-2.4115,-9.1359,9.3444,-0.65259,1
0.0040545,0.62905,-0.64121,0.75817,1
-3.73,-12.9723,12.9817,-2.684,1
-0.062025,6.1975,1.099,-1.131,0
-3.8167,5.1401,-0.65063,-5.4306,1
-4.7462,3.1205,1.075,-1.2966,1
-1.2369,-1.6906,2.518,0.51636,1
3.6582,5.6864,-1.7157,-0.23751,0
2.0911,0.94358,4.5512,1.234,0
-4.244,-13.0634,17.1116,-2.8017,1
-1.1497,1.2954,7.701,0.62627,0
4.0446,11.1741,-4.3582,-4.7401,0
3.534,9.3614,-3.6316,-1.2461,0
5.807,5.0097,-2.2384,0.43878,0
3.2303,7.8384,-3.5348,-1.2151,0
3.931,1.8541,-0.023425,1.2314,0
0.37637,-0.82358,0.78543,0.74524,1
3.8905,-2.1521,2.6302,1.1047,0
-2.0631,-1.5147,1.219,0.44524,1
