location,indicator,subject,measure,frequency,time,value
VNM,MEATCONSUMP,POULTRY,KG_CAP,A,2020,13.6404113605493
UKR,MEATCONSUMP,PIG,THND_TONNE,A,2024,745.872020029737
GBR,MEATCONSUMP,POULTRY,THND_TONNE,A,2022,2187.29261504652
ETH,MEATCONSUMP,BEEF,THND_TONNE,A,2001,303.504097802734
THA,MEATCONSUMP,BEEF,KG_CAP,A,2021,1.33779206253202
TUR,MEATCONSUMP,BEEF,KG_CAP,A,2010,6.3107316407058
CHE,MEATCONSUMP,POULTRY,KG_CAP,A,1994,10.0827808097751
COL,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.312099105923896
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2015,27.0721291224283
USA,MEATCONSUMP,POULTRY,KG_CAP,A,2028,49.6650448372338
TUR,MEATCONSUMP,POULTRY,THND_TONNE,A,2015,1619.41721425781
NZL,MEATCONSUMP,POULTRY,THND_TONNE,A,2019,215.730932062216
NOR,MEATCONSUMP,BEEF,KG_CAP,A,2004,14.3470637397878
ZAF,MEATCONSUMP,POULTRY,KG_CAP,A,1996,14.5699008887344
JPN,MEATCONSUMP,POULTRY,THND_TONNE,A,1993,1707.5121
IND,MEATCONSUMP,PIG,THND_TONNE,A,1997,464.398110253906
CHE,MEATCONSUMP,PIG,KG_CAP,A,1999,26.5215648900108
NGA,MEATCONSUMP,BEEF,THND_TONNE,A,2005,306.687081201172
TUR,MEATCONSUMP,BEEF,THND_TONNE,A,2014,853.18808828125
PER,MEATCONSUMP,POULTRY,KG_CAP,A,2000,17.6528554539057
BRA,MEATCONSUMP,POULTRY,THND_TONNE,A,2016,9445.032615
CHE,MEATCONSUMP,PIG,THND_TONNE,A,2020,249.6501
KOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2025,19.2491002102945
VNM,MEATCONSUMP,BEEF,KG_CAP,A,2004,1.88086846851175
EU27,MEATCONSUMP,PIG,THND_TONNE,A,2013,19013.8638442741
ZAF,MEATCONSUMP,SHEEP,KG_CAP,A,1999,3.63815698290236
WLD,MEATCONSUMP,SHEEP,THND_TONNE,A,2025,16382.243677483
PER,MEATCONSUMP,SHEEP,THND_TONNE,A,1995,26.5560997558594
BRA,MEATCONSUMP,PIG,KG_CAP,A,1997,6.79670821797041
COL,MEATCONSUMP,BEEF,THND_TONNE,A,2026,867.432779848508
MEX,MEATCONSUMP,SHEEP,KG_CAP,A,2028,0.519409354609711
PRY,MEATCONSUMP,POULTRY,THND_TONNE,A,1998,38.049099786377
CHL,MEATCONSUMP,PIG,THND_TONNE,A,2001,269.988137109375
UKR,MEATCONSUMP,BEEF,THND_TONNE,A,1995,981.644081933594
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1990,0.395779563984471
CHE,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,151.748577829827
PER,MEATCONSUMP,SHEEP,THND_TONNE,A,2025,41.3276787765161
IND,MEATCONSUMP,BEEF,KG_CAP,A,2010,0.936315454542039
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.740184406751718
MEX,MEATCONSUMP,PIG,THND_TONNE,A,2008,1480.92613695
NOR,MEATCONSUMP,POULTRY,THND_TONNE,A,2006,63.0191025568008
KAZ,MEATCONSUMP,PIG,THND_TONNE,A,2017,123.308106286621
PRY,MEATCONSUMP,BEEF,THND_TONNE,A,2027,153.524777648213
ETH,MEATCONSUMP,POULTRY,THND_TONNE,A,2024,15.2347618300411
UKR,MEATCONSUMP,SHEEP,THND_TONNE,A,2002,16.4301022125244
IDN,MEATCONSUMP,POULTRY,THND_TONNE,A,1991,583.773110253906
PHL,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,2023.30023147181
KOR,MEATCONSUMP,SHEEP,THND_TONNE,A,1990,9.56300624549033
ZAF,MEATCONSUMP,PIG,KG_CAP,A,2012,3.65360027782849
NZL,MEATCONSUMP,PIG,KG_CAP,A,2009,15.9122976334317
TUR,MEATCONSUMP,SHEEP,KG_CAP,A,1996,5.40295741812519
ISR,MEATCONSUMP,PIG,KG_CAP,A,2016,1.53271503059213
IND,MEATCONSUMP,POULTRY,THND_TONNE,A,2014,3064.955178125
PHL,MEATCONSUMP,POULTRY,THND_TONNE,A,1995,420.051125390625
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.722467862469574
THA,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,3.92900542919705
CHN,MEATCONSUMP,PIG,KG_CAP,A,2021,30.7195138679026
PHL,MEATCONSUMP,POULTRY,THND_TONNE,A,2028,2130.43526654845
EU27,MEATCONSUMP,BEEF,KG_CAP,A,1991,1.660957126e-07
VNM,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.0487997075876251
RUS,MEATCONSUMP,BEEF,KG_CAP,A,1990,4.743702304e-07
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,2014,435.710091455078
VNM,MEATCONSUMP,PIG,KG_CAP,A,2007,23.2845335903615
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2006,26.1441190302624
AUS,MEATCONSUMP,POULTRY,THND_TONNE,A,2017,1210.445172
CHN,MEATCONSUMP,POULTRY,THND_TONNE,A,2005,13394.946785791
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.562335813748551
EU27,MEATCONSUMP,POULTRY,KG_CAP,A,1995,2.066930954e-07
CHL,MEATCONSUMP,PIG,THND_TONNE,A,2027,538.443676711445
MYS,MEATCONSUMP,PIG,KG_CAP,A,2004,6.31511227576477
RUS,MEATCONSUMP,POULTRY,KG_CAP,A,1990,5.963511468e-07
THA,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.0217331951167904
CHN,MEATCONSUMP,BEEF,THND_TONNE,A,2021,7899.06785259707
USA,MEATCONSUMP,POULTRY,KG_CAP,A,2002,45.2256861551615
SAU,MEATCONSUMP,SHEEP,THND_TONNE,A,2012,182.214379174805
VNM,MEATCONSUMP,BEEF,THND_TONNE,A,2018,1277.76010976563
KAZ,MEATCONSUMP,BEEF,KG_CAP,A,1996,19.4495829392569
NZL,MEATCONSUMP,POULTRY,THND_TONNE,A,2028,233.704747724361
AUS,MEATCONSUMP,POULTRY,THND_TONNE,A,2010,947.7311288
KAZ,MEATCONSUMP,POULTRY,THND_TONNE,A,1997,56.1661003662109
WLD,MEATCONSUMP,SHEEP,KG_CAP,A,2015,1.74566818016323
KAZ,MEATCONSUMP,POULTRY,KG_CAP,A,2012,16.977256776248
EU27,MEATCONSUMP,PIG,THND_TONNE,A,2015,19856.9504535082
THA,MEATCONSUMP,BEEF,THND_TONNE,A,2008,171.927101953125
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,1992,148.742104394531
RUS,MEATCONSUMP,POULTRY,THND_TONNE,A,2022,5158.88014386184
MEX,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.698023512097493
TUR,MEATCONSUMP,SHEEP,THND_TONNE,A,2017,401.485085351563
EGY,MEATCONSUMP,BEEF,KG_CAP,A,2025,8.54755883497667
MEX,MEATCONSUMP,BEEF,KG_CAP,A,2012,8.78820368263672
THA,MEATCONSUMP,SHEEP,KG_CAP,A,2027,0.0541465834909192
CHN,MEATCONSUMP,POULTRY,THND_TONNE,A,2000,12245.5205467773
USA,MEATCONSUMP,SHEEP,THND_TONNE,A,2005,161.366373149568
CHE,MEATCONSUMP,SHEEP,KG_CAP,A,1994,1.57196875376786
WLD,MEATCONSUMP,PIG,THND_TONNE,A,2007,99438.7492522876
THA,MEATCONSUMP,POULTRY,KG_CAP,A,2015,10.4451815541183
ZAF,MEATCONSUMP,POULTRY,THND_TONNE,A,2005,1164.82712636719
IND,MEATCONSUMP,PIG,KG_CAP,A,2011,0.227937719887778
UKR,MEATCONSUMP,PIG,KG_CAP,A,2016,13.1440398742542
RUS,MEATCONSUMP,SHEEP,THND_TONNE,A,1997,217.0031
KOR,MEATCONSUMP,POULTRY,THND_TONNE,A,2017,996.221121652222
MYS,MEATCONSUMP,PIG,THND_TONNE,A,2027,238.130875827792
TUR,MEATCONSUMP,SHEEP,THND_TONNE,A,2026,416.015989956829
PRY,MEATCONSUMP,PIG,KG_CAP,A,2021,21.6482629681626
RUS,MEATCONSUMP,BEEF,THND_TONNE,A,2024,2180.92156484065
KAZ,MEATCONSUMP,POULTRY,THND_TONNE,A,1995,56.440098626709
PHL,MEATCONSUMP,PIG,KG_CAP,A,2027,15.3388379948176
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2000,26.4118743903034
PRY,MEATCONSUMP,PIG,THND_TONNE,A,2006,154.388100488281
USA,MEATCONSUMP,POULTRY,KG_CAP,A,2020,49.4850944905003
RUS,MEATCONSUMP,PIG,KG_CAP,A,2028,21.7969808574101
WLD,MEATCONSUMP,PIG,KG_CAP,A,2015,12.7064363907944
KAZ,MEATCONSUMP,SHEEP,THND_TONNE,A,2021,182.617892958805
ISR,MEATCONSUMP,SHEEP,THND_TONNE,A,2014,17.2450989318848
ISR,MEATCONSUMP,SHEEP,KG_CAP,A,1999,1.23373590233828
JPN,MEATCONSUMP,POULTRY,THND_TONNE,A,2009,1998.7701
MEX,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,4834.86811524224
IND,MEATCONSUMP,POULTRY,KG_CAP,A,1996,0.593207312303481
COL,MEATCONSUMP,BEEF,THND_TONNE,A,1996,731.707070214844
EGY,MEATCONSUMP,BEEF,KG_CAP,A,2021,8.34860623137256
NZL,MEATCONSUMP,SHEEP,THND_TONNE,A,1994,158.777291119721
IRN,MEATCONSUMP,BEEF,THND_TONNE,A,1996,386.0001
PER,MEATCONSUMP,BEEF,THND_TONNE,A,2025,214.610439173889
TUR,MEATCONSUMP,SHEEP,THND_TONNE,A,1993,359.373116357422
VNM,MEATCONSUMP,BEEF,KG_CAP,A,1992,1.70168995849066
COL,MEATCONSUMP,PIG,THND_TONNE,A,1995,138.990090234375
IDN,MEATCONSUMP,POULTRY,THND_TONNE,A,1995,876.81406484375
NOR,MEATCONSUMP,POULTRY,KG_CAP,A,2018,17.1863869653381
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.929245535524722
GBR,MEATCONSUMP,BEEF,KG_CAP,A,2014,11.4196303128629
SAU,MEATCONSUMP,PIG,KG_CAP,A,1999,7.302504899e-06
USA,MEATCONSUMP,POULTRY,KG_CAP,A,2025,49.6491409499972
IRN,MEATCONSUMP,POULTRY,THND_TONNE,A,2023,2326.69155140323
MEX,MEATCONSUMP,BEEF,KG_CAP,A,2002,11.4960537423406
NOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2018,27.2558731628649
IDN,MEATCONSUMP,SHEEP,THND_TONNE,A,2009,128.935082299805
PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,1998,288.689095361328
ZAF,MEATCONSUMP,SHEEP,KG_CAP,A,2024,2.6168659329426
EGY,MEATCONSUMP,PIG,THND_TONNE,A,2009,0.85709999332428
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.768527145642934
VNM,MEATCONSUMP,PIG,KG_CAP,A,2005,21.0518816382142
VNM,MEATCONSUMP,PIG,THND_TONNE,A,2006,2596.80210195313
NOR,MEATCONSUMP,PIG,KG_CAP,A,2000,17.893150063046
BRICS,MEATCONSUMP,BEEF,THND_TONNE,A,2006,19365.2311581496
ZAF,MEATCONSUMP,SHEEP,KG_CAP,A,2002,2.72262882125976
EGY,MEATCONSUMP,BEEF,THND_TONNE,A,2007,1055.44907460938
CHE,MEATCONSUMP,BEEF,THND_TONNE,A,2011,180.083013997803
BRICS,MEATCONSUMP,BEEF,KG_CAP,A,2019,4.23345621140051
ZAF,MEATCONSUMP,BEEF,KG_CAP,A,2014,12.4381260985967
RUS,MEATCONSUMP,SHEEP,THND_TONNE,A,2015,206.796471199742
KAZ,MEATCONSUMP,PIG,THND_TONNE,A,2024,115.73310998599
ZAF,MEATCONSUMP,POULTRY,THND_TONNE,A,1997,780.825112207031
TUR,MEATCONSUMP,POULTRY,THND_TONNE,A,1991,414.312081201172
IDN,MEATCONSUMP,BEEF,THND_TONNE,A,2006,473.796120507813
SAU,MEATCONSUMP,PIG,KG_CAP,A,2001,0.101642860908103
SAU,MEATCONSUMP,BEEF,THND_TONNE,A,2009,161.033089501953
SAU,MEATCONSUMP,POULTRY,KG_CAP,A,2001,36.777347098251
BRA,MEATCONSUMP,POULTRY,THND_TONNE,A,2007,5959.5524751875
NOR,MEATCONSUMP,SHEEP,KG_CAP,A,2021,4.43966809147692
CHE,MEATCONSUMP,PIG,KG_CAP,A,1993,29.9100835644103
EU27,MEATCONSUMP,SHEEP,KG_CAP,A,2018,1.40057503301985
CHN,MEATCONSUMP,BEEF,KG_CAP,A,1998,2.61057765324831
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,43846.9145964877
IND,MEATCONSUMP,PIG,KG_CAP,A,2007,0.254098841973997
TUR,MEATCONSUMP,PIG,KG_CAP,A,1995,0.0045490587715136
COL,MEATCONSUMP,PIG,KG_CAP,A,2002,2.12709595911411
EU27,MEATCONSUMP,PIG,KG_CAP,A,2025,35.0329063424072
KAZ,MEATCONSUMP,POULTRY,KG_CAP,A,2008,10.7470957555365
PRY,MEATCONSUMP,SHEEP,THND_TONNE,A,1994,3.31010018119812
IRN,MEATCONSUMP,SHEEP,KG_CAP,A,2022,4.10675928458335
PRY,MEATCONSUMP,PIG,KG_CAP,A,2007,19.3291420195153
WLD,MEATCONSUMP,POULTRY,THND_TONNE,A,2015,115544.026531672
IND,MEATCONSUMP,BEEF,THND_TONNE,A,2018,1000.15006337891
UKR,MEATCONSUMP,BEEF,KG_CAP,A,2013,6.30676528831069
USA,MEATCONSUMP,PIG,THND_TONNE,A,2019,9831.50520763443
JPN,MEATCONSUMP,POULTRY,THND_TONNE,A,2025,2483.75767328288
PAK,MEATCONSUMP,POULTRY,KG_CAP,A,1994,2.20731971915729
PRY,MEATCONSUMP,PIG,THND_TONNE,A,1996,116.122101647949
COL,MEATCONSUMP,PIG,THND_TONNE,A,1996,132.650093896484
THA,MEATCONSUMP,BEEF,THND_TONNE,A,2013,150.360085351563
ISR,MEATCONSUMP,PIG,KG_CAP,A,2005,2.21775922871809
RUS,MEATCONSUMP,PIG,THND_TONNE,A,2026,3945.59396848621
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2005,13.1505855885055
PRY,MEATCONSUMP,SHEEP,THND_TONNE,A,2002,3.27310000190735
CAN,MEATCONSUMP,POULTRY,THND_TONNE,A,2015,1332.8651
NGA,MEATCONSUMP,POULTRY,THND_TONNE,A,2015,204.683098657227
JPN,MEATCONSUMP,BEEF,THND_TONNE,A,2028,1357.38075538776
NOR,MEATCONSUMP,BEEF,THND_TONNE,A,1994,89.4200965610826
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,2010,421.762093408203
PER,MEATCONSUMP,BEEF,THND_TONNE,A,2022,205.247917405096
PAK,MEATCONSUMP,BEEF,THND_TONNE,A,2007,1342.81308828125
GBR,MEATCONSUMP,SHEEP,THND_TONNE,A,2001,341.63570881521
BRA,MEATCONSUMP,POULTRY,THND_TONNE,A,2011,9090.357551
KOR,MEATCONSUMP,SHEEP,KG_CAP,A,2018,0.300974855760659
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2016,1.90128978218836
WLD,MEATCONSUMP,POULTRY,THND_TONNE,A,2020,126086.22158755
VNM,MEATCONSUMP,POULTRY,KG_CAP,A,1995,2.0504758990445
PER,MEATCONSUMP,POULTRY,THND_TONNE,A,1995,357.581093652344
EU27,MEATCONSUMP,BEEF,KG_CAP,A,1996,1.641797719e-07
MEX,MEATCONSUMP,POULTRY,KG_CAP,A,2019,29.2488024629443
ISR,MEATCONSUMP,POULTRY,KG_CAP,A,1997,40.4751664100497
PHL,MEATCONSUMP,PIG,THND_TONNE,A,2000,1249.84714589844
ETH,MEATCONSUMP,PIG,KG_CAP,A,2018,0.0148558126822883
WLD,MEATCONSUMP,SHEEP,KG_CAP,A,2023,1.75828528434985
OECD,MEATCONSUMP,PIG,KG_CAP,A,2005,22.9187175404646
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,1997,281.112099511719
GBR,MEATCONSUMP,BEEF,THND_TONNE,A,2013,1023.41411866219
BRA,MEATCONSUMP,PIG,KG_CAP,A,1998,7.20973302821215
RUS,MEATCONSUMP,PIG,KG_CAP,A,2002,11.9621416374718
NGA,MEATCONSUMP,BEEF,KG_CAP,A,2012,1.21394070719311
WLD,MEATCONSUMP,POULTRY,THND_TONNE,A,2013,109597.975718624
GBR,MEATCONSUMP,SHEEP,KG_CAP,A,2021,4.14308244017334
NZL,MEATCONSUMP,BEEF,KG_CAP,A,2005,15.7486324754959
IDN,MEATCONSUMP,SHEEP,THND_TONNE,A,2026,145.801477969125
RUS,MEATCONSUMP,BEEF,THND_TONNE,A,1999,2508.1281
CHE,MEATCONSUMP,PIG,THND_TONNE,A,2001,243.926098160996
IND,MEATCONSUMP,BEEF,KG_CAP,A,1999,1.39595151826203
TUR,MEATCONSUMP,POULTRY,THND_TONNE,A,2023,1976.6056629419
PAK,MEATCONSUMP,BEEF,KG_CAP,A,2010,5.9641814902538
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2017,18.7150603640546
TUR,MEATCONSUMP,PIG,KG_CAP,A,2001,0.0007667378206321
IDN,MEATCONSUMP,BEEF,KG_CAP,A,2006,1.44300329469202
UKR,MEATCONSUMP,BEEF,KG_CAP,A,1997,10.9188398741671
EU27,MEATCONSUMP,BEEF,KG_CAP,A,2021,10.530205298544
KAZ,MEATCONSUMP,POULTRY,KG_CAP,A,1995,3.09743828558761
BRA,MEATCONSUMP,SHEEP,THND_TONNE,A,2011,118.276102157479
ZAF,MEATCONSUMP,BEEF,KG_CAP,A,2005,10.9724342024409
PER,MEATCONSUMP,SHEEP,THND_TONNE,A,2016,39.7860992980957
USA,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.584855368330985
CHE,MEATCONSUMP,POULTRY,THND_TONNE,A,2022,144.274833543396
RUS,MEATCONSUMP,BEEF,KG_CAP,A,2025,10.7329861556643
CHL,MEATCONSUMP,SHEEP,THND_TONNE,A,2022,8.85043066878145
KOR,MEATCONSUMP,PIG,KG_CAP,A,1992,13.3124596164902
PER,MEATCONSUMP,SHEEP,KG_CAP,A,2003,1.24968210292441
ARG,MEATCONSUMP,SHEEP,KG_CAP,A,1996,1.77806929120042
ISR,MEATCONSUMP,POULTRY,KG_CAP,A,2003,61.2383815998612
UKR,MEATCONSUMP,PIG,KG_CAP,A,2000,10.9985285125424
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,2005,23853.4953635488
IDN,MEATCONSUMP,SHEEP,THND_TONNE,A,2020,132.963339051805
USA,MEATCONSUMP,BEEF,THND_TONNE,A,1992,11145.8460616623
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2015,17.6707152205321
NGA,MEATCONSUMP,BEEF,THND_TONNE,A,2007,327.985115869141
NGA,MEATCONSUMP,SHEEP,THND_TONNE,A,2016,387.273110253906
MYS,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.0230409306002
ARG,MEATCONSUMP,POULTRY,KG_CAP,A,2009,29.5024309544499
ZAF,MEATCONSUMP,SHEEP,THND_TONNE,A,2028,189.504510891398
PER,MEATCONSUMP,PIG,THND_TONNE,A,1990,66.5231026245117
IRN,MEATCONSUMP,BEEF,THND_TONNE,A,2004,419.093117578125
RUS,MEATCONSUMP,POULTRY,KG_CAP,A,2011,22.474306588547
RUS,MEATCONSUMP,POULTRY,KG_CAP,A,1991,5.944504082e-07
SAU,MEATCONSUMP,POULTRY,KG_CAP,A,2026,33.6819066586769
IND,MEATCONSUMP,POULTRY,THND_TONNE,A,2021,4107.11979426909
CAN,MEATCONSUMP,BEEF,THND_TONNE,A,1993,930.0501
BRICS,MEATCONSUMP,SHEEP,KG_CAP,A,2011,1.5332752973721
ARG,MEATCONSUMP,PIG,THND_TONNE,A,1993,211.2571
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,2006,25110.6155074023
AUS,MEATCONSUMP,PIG,KG_CAP,A,2010,20.1962060625141
ETH,MEATCONSUMP,SHEEP,KG_CAP,A,2028,0.357000861522705
ARG,MEATCONSUMP,SHEEP,KG_CAP,A,2028,0.975817248574211
KOR,MEATCONSUMP,POULTRY,KG_CAP,A,2028,20.1315897907477
ISR,MEATCONSUMP,BEEF,THND_TONNE,A,1993,75.8991020751953
ETH,MEATCONSUMP,SHEEP,KG_CAP,A,2025,0.3583942118674
PHL,MEATCONSUMP,BEEF,THND_TONNE,A,1996,239.302117211914
PER,MEATCONSUMP,POULTRY,KG_CAP,A,1999,17.379740112788
RUS,MEATCONSUMP,SHEEP,THND_TONNE,A,2018,225.087192688654
TUR,MEATCONSUMP,PIG,THND_TONNE,A,1990,0.403100026941299
ZAF,MEATCONSUMP,SHEEP,THND_TONNE,A,1990,168.477105004883
MEX,MEATCONSUMP,PIG,THND_TONNE,A,1994,948.9291
RUS,MEATCONSUMP,BEEF,THND_TONNE,A,1996,3201.9241
WLD,MEATCONSUMP,SHEEP,THND_TONNE,A,2024,16169.7210580592
GBR,MEATCONSUMP,POULTRY,KG_CAP,A,2020,28.0483368638732
IRN,MEATCONSUMP,SHEEP,KG_CAP,A,1995,5.56395380698139
IND,MEATCONSUMP,SHEEP,THND_TONNE,A,2017,711.407143457031
KAZ,MEATCONSUMP,BEEF,KG_CAP,A,1993,27.8505981179845
PAK,MEATCONSUMP,POULTRY,KG_CAP,A,2021,6.05245389881596
CHE,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,11.3666766666667
RUS,MEATCONSUMP,POULTRY,KG_CAP,A,2001,13.0309775132935
BRA,MEATCONSUMP,SHEEP,THND_TONNE,A,2018,133.70010324375
UKR,MEATCONSUMP,PIG,KG_CAP,A,2001,9.55356169481272
JPN,MEATCONSUMP,SHEEP,THND_TONNE,A,2011,31.8601
KOR,MEATCONSUMP,POULTRY,KG_CAP,A,2003,9.5473543976526
USA,MEATCONSUMP,POULTRY,THND_TONNE,A,1996,12138.5999494072
RUS,MEATCONSUMP,BEEF,KG_CAP,A,2014,12.1206600344596
JPN,MEATCONSUMP,PIG,THND_TONNE,A,1995,2110.84581428571
BRICS,MEATCONSUMP,BEEF,KG_CAP,A,1993,3.82786488649873
PRY,MEATCONSUMP,PIG,KG_CAP,A,2022,21.8003286848521
MYS,MEATCONSUMP,SHEEP,THND_TONNE,A,1998,13.3910997940063
GBR,MEATCONSUMP,SHEEP,THND_TONNE,A,2017,304.2461708
EU27,MEATCONSUMP,POULTRY,THND_TONNE,A,2027,12110.8992442832
THA,MEATCONSUMP,SHEEP,THND_TONNE,A,2014,3.30410013923645
BRICS,MEATCONSUMP,PIG,THND_TONNE,A,2000,44467.5968187808
IRN,MEATCONSUMP,PIG,THND_TONNE,A,2012,0.0001900000013643
NZL,MEATCONSUMP,POULTRY,THND_TONNE,A,1992,60.9001
KAZ,MEATCONSUMP,PIG,THND_TONNE,A,1996,108.39210592041
EGY,MEATCONSUMP,SHEEP,THND_TONNE,A,1999,81.2891014648438
PAK,MEATCONSUMP,SHEEP,KG_CAP,A,2015,2.1781966798533
JPN,MEATCONSUMP,POULTRY,KG_CAP,A,2026,17.6943954691385
IRN,MEATCONSUMP,SHEEP,KG_CAP,A,2005,5.39832864994777
THA,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.0261296888814129
BRICS,MEATCONSUMP,BEEF,KG_CAP,A,2013,4.28101978315882
KOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2008,5.73005011709264
PER,MEATCONSUMP,BEEF,THND_TONNE,A,2018,193.61809621582
ZAF,MEATCONSUMP,SHEEP,KG_CAP,A,2012,2.85470138388359
COL,MEATCONSUMP,POULTRY,KG_CAP,A,2007,19.1326864765416
KAZ,MEATCONSUMP,PIG,THND_TONNE,A,2015,126.538094384766
PRY,MEATCONSUMP,BEEF,KG_CAP,A,2021,13.7783328991621
MEX,MEATCONSUMP,PIG,THND_TONNE,A,1995,945.391612
ISR,MEATCONSUMP,SHEEP,KG_CAP,A,2013,1.7781027656382
MEX,MEATCONSUMP,SHEEP,THND_TONNE,A,2021,80.081898295675
VNM,MEATCONSUMP,PIG,THND_TONNE,A,2015,3580.51816640625
EU27,MEATCONSUMP,POULTRY,THND_TONNE,A,2004,8959.99281300934
OECD,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,49381.1858449665
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2002,23.5173499917055
BRICS,MEATCONSUMP,PIG,THND_TONNE,A,2015,64681.5408526645
UKR,MEATCONSUMP,BEEF,KG_CAP,A,2024,5.2441352465821
ETH,MEATCONSUMP,SHEEP,THND_TONNE,A,2008,138.189110620117
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,1991,24.2590248406414
CHN,MEATCONSUMP,PIG,THND_TONNE,A,1993,28374.40635
EGY,MEATCONSUMP,POULTRY,KG_CAP,A,2001,7.68178129192695
NZL,MEATCONSUMP,BEEF,KG_CAP,A,2024,11.2721799540117
IDN,MEATCONSUMP,POULTRY,THND_TONNE,A,2012,1768.07212148438
MEX,MEATCONSUMP,POULTRY,THND_TONNE,A,2028,4950.04011048819
TUR,MEATCONSUMP,PIG,THND_TONNE,A,1993,0.214100001549721
PER,MEATCONSUMP,PIG,KG_CAP,A,2011,3.19179196670709
BRA,MEATCONSUMP,PIG,THND_TONNE,A,2012,2981.469512
BRA,MEATCONSUMP,BEEF,KG_CAP,A,2006,31.9381112174311
CHN,MEATCONSUMP,BEEF,THND_TONNE,A,2001,5068.96494375
ZAF,MEATCONSUMP,POULTRY,KG_CAP,A,2012,31.3815907956216
UKR,MEATCONSUMP,PIG,KG_CAP,A,2005,9.04552129249507
WLD,MEATCONSUMP,SHEEP,KG_CAP,A,2011,1.67574406107643
EGY,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,137.541110763457
KAZ,MEATCONSUMP,SHEEP,KG_CAP,A,2018,8.21757689092894
ZAF,MEATCONSUMP,BEEF,KG_CAP,A,1998,8.83437909561194
ZAF,MEATCONSUMP,SHEEP,THND_TONNE,A,1991,169.023094995117
AUS,MEATCONSUMP,BEEF,KG_CAP,A,1991,27.8084010802765
OECD,MEATCONSUMP,BEEF,KG_CAP,A,2021,14.6818290529026
CHN,MEATCONSUMP,PIG,THND_TONNE,A,1997,35777.15635
AUS,MEATCONSUMP,SHEEP,THND_TONNE,A,2027,221.942978919407
NGA,MEATCONSUMP,BEEF,THND_TONNE,A,2017,375.204110009766
PHL,MEATCONSUMP,PIG,KG_CAP,A,2005,12.9891535443574
NZL,MEATCONSUMP,POULTRY,KG_CAP,A,2002,28.7019658155544
SAU,MEATCONSUMP,SHEEP,THND_TONNE,A,2000,155.152092797852
CHE,MEATCONSUMP,PIG,KG_CAP,A,2019,22.5009003562741
UKR,MEATCONSUMP,SHEEP,THND_TONNE,A,1991,39.7001007629395
MYS,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.370478390635929
THA,MEATCONSUMP,PIG,THND_TONNE,A,2020,901.323236686677
CHE,MEATCONSUMP,POULTRY,THND_TONNE,A,2007,112.669098748064
IDN,MEATCONSUMP,PIG,KG_CAP,A,1996,2.34097779829911
MYS,MEATCONSUMP,BEEF,THND_TONNE,A,1995,103.367096765137
KOR,MEATCONSUMP,BEEF,KG_CAP,A,2013,9.46048356971383
JPN,MEATCONSUMP,POULTRY,THND_TONNE,A,2024,2477.66567883119
EU27,MEATCONSUMP,BEEF,THND_TONNE,A,2026,6540.33183495607
IRN,MEATCONSUMP,BEEF,KG_CAP,A,2009,4.44338583649155
OECD,MEATCONSUMP,PIG,KG_CAP,A,2011,22.4653873948886
